HGNC,ENTREZ_ID,OMIM_ID,ENSEMBL_ID,ENSP,ASD
KCNIP4,80333,608182,ENSG00000185774,ENSP00000371587,0
GNG7,2788,604430,ENSG00000176533,ENSP00000371594,0
KRTAP5-1,387264,148022,ENSG00000205869,ENSP00000371606,0
MIPEP,4285,602241,ENSG00000027001,ENSP00000371607,0
BRSK2,9024,609236,ENSG00000174672,ENSP00000371614,1
IGF2BP2,10644,608289,ENSG00000073792,ENSP00000371634,0
LCORL,254251,611799,ENSG00000178177,ENSP00000371661,0
DMRT2,10655,604935,ENSG00000173253,ENSP00000371686,0
CDH12,1010,600562,ENSG00000154162,ENSP00000371689,0
TNFRSF19,55504,606122,ENSG00000127863,ENSP00000371693,0
DMRT1,1761,602424,ENSG00000137090,ENSP00000371711,0
NRSN2,80023,610666,ENSG00000125841,ENSP00000371728,0
SACS,26278,604490,ENSG00000151835,ENSP00000371735,0
FGFBP1,9982,607737,ENSG00000137440,ENSP00000371770,0
OLIG1,116448,606385,ENSG00000184221,ENSP00000371785,0
ONECUT3,390874,611294,ENSG00000205922,ENSP00000371786,0
FGF9,2254,600921,ENSG00000102678,ENSP00000371790,0
FSCN1,6624,602689,ENSG00000075618,ENSP00000371798,0
FBXL18,80028,609084,ENSG00000155034,ENSP00000371805,0
MICU2,221154,610632,ENSG00000165487,ENSP00000371811,0
DEAF1,10522,602635,ENSG00000177030,ENSP00000371846,1
NOP2,4839,164031,ENSG00000111641,ENSP00000371858,0
SLC35G5,83650,615199,ENSG00000177710,ENSP00000371872,0
NKX3-2,579,602183,ENSG00000109705,ENSP00000371875,0
ARHGAP5,394,602680,ENSG00000100852,ENSP00000371897,1
ZDHHC20,253832,617972,ENSG00000180776,ENSP00000371905,0
RP1L1,94137,608581,ENSG00000183638,ENSP00000371923,0
GPR78,27201,606921,ENSG00000155269,ENSP00000371927,0
HTR3D,200909,610122,ENSG00000186090,ENSP00000371929,0
TAS2R1,50834,604796,ENSG00000169777,ENSP00000371932,0
SEMA5A,9037,609297,ENSG00000112902,ENSP00000371936,1
FOXD4,2298,601092,ENSG00000170122,ENSP00000371940,0
CD9,928,143030,ENSG00000010278,ENSP00000371958,0
KCNA1,3736,176260,ENSG00000111262,ENSP00000371985,0
DNAJC19,131118,608977,ENSG00000205981,ENSP00000372005,1
LATS2,26524,604861,ENSG00000150457,ENSP00000372035,0
IRX2,153572,606198,ENSG00000170561,ENSP00000372056,0
IFITM5,387733,614757,ENSG00000206013,ENSP00000372059,0
PRMT8,56341,610086,ENSG00000111218,ENSP00000372067,0
RAD51,5888,179617,ENSG00000051180,ENSP00000372088,0
FAHD1,81889,616320,ENSG00000180185,ENSP00000372112,0
DEFA1,1667,125220,ENSG00000206047,ENSP00000372139,0
PSME1,5720,600654,ENSG00000092010,ENSP00000372155,0
DOK6,220164,611402,ENSG00000206052,ENSP00000372160,0
CACNA2D4,93589,608171,ENSG00000151062,ENSP00000372169,0
MSX1,4487,142983,ENSG00000163132,ENSP00000372170,0
SIRT3,23410,604481,ENSG00000142082,ENSP00000372191,0
CLCN7,1186,602727,ENSG00000103249,ENSP00000372193,0
URB1,9875,608865,ENSG00000142207,ENSP00000372199,0
BET1L,51272,615417,ENSG00000177951,ENSP00000372210,0
SERPINB5,5268,154790,ENSG00000206075,ENSP00000372221,0
FBXO25,26260,609098,ENSG00000147364,ENSP00000372274,0
GJB2,2706,121011,ENSG00000165474,ENSP00000372295,0
MSLN,10232,601051,ENSG00000102854,ENSP00000372313,0
FECH,2235,612386,ENSG00000066926,ENSP00000372326,0
NELFA,7469,606026,ENSG00000185049,ENSP00000372335,0
ZMYM5,9205,616443,ENSG00000132950,ENSP00000372361,0
SLC7A4,6545,603752,ENSG00000099960,ENSP00000372390,0
TMEM129,92305,615975,ENSG00000168936,ENSP00000372394,0
METTL17,64745,616091,ENSG00000165792,ENSP00000372445,0
CTIF,9811,613178,ENSG00000134030,ENSP00000372459,0
SLC25A52,147407,616153,ENSG00000141437,ENSP00000372612,0
AQP4,361,600308,ENSG00000171885,ENSP00000372654,0
STAG1,10274,604358,ENSG00000118007,ENSP00000372689,1
TMEM241,85019,615430,ENSG00000134490,ENSP00000372720,0
LY6G5C,80741,610434,ENSG00000204428,ENSP00000372724,0
CHRM5,1133,118496,ENSG00000184984,ENSP00000372750,0
RNMT,8731,603514,ENSG00000101654,ENSP00000372804,0
NEK11,79858,609779,ENSG00000114670,ENSP00000372857,0
LY6G6E,79136,610437,,ENSP00000372910,0
HMCES,56941,618288,ENSG00000183624,ENSP00000372955,0
TXNRD3,114112,606235,ENSG00000197763,ENSP00000373066,0
UROC1,131669,613012,ENSG00000159650,ENSP00000373073,0
OR2H2,7932,600578,ENSG00000204657,ENSP00000373136,0
DRD3,1814,126451,ENSG00000151577,ENSP00000373169,1
EOGT,285203,614789,ENSG00000163378,ENSP00000373206,0
CADPS,8618,604667,ENSG00000163618,ENSP00000373215,1
CSPG5,10675,606775,ENSG00000114646,ENSP00000373244,0
RBMS3,27303,605786,ENSG00000144642,ENSP00000373277,1
COLQ,8292,603033,ENSG00000206561,ENSP00000373298,0
SH3BP5,9467,605612,ENSG00000131370,ENSP00000373301,0
CCDC174,51244,616735,ENSG00000154781,ENSP00000373304,0
SEC13,6396,600152,ENSG00000157020,ENSP00000373312,0
IL17RE,132014,614995,ENSG00000163701,ENSP00000373325,0
CIDEC,63924,612120,ENSG00000187288,ENSP00000373328,0
RPUSD3,285367,617759,ENSG00000156990,ENSP00000373331,0
BRPF1,7862,602410,ENSG00000156983,ENSP00000373340,0
SRGAP3,9901,606525,ENSG00000196220,ENSP00000373347,1
SETMAR,6419,609834,ENSG00000170364,ENSP00000373354,0
GOLM1,51280,606804,ENSG00000135052,ENSP00000373364,0
FLG2,388698,616284,ENSG00000143520,ENSP00000373370,0
PIP5KL1,138429,612865,ENSG00000167103,ENSP00000373399,0
MRPL2,51069,611822,ENSG00000112651,ENSP00000373404,0
UFSP1,402682,611481,ENSG00000176125,ENSP00000373413,0
RUFY2,55680,610328,ENSG00000204130,ENSP00000373420,0
LAMB4,22798,616380,ENSG00000091128,ENSP00000373433,0
SPAG1,6674,603395,ENSG00000104450,ENSP00000373450,0
ADAMTS7,11173,605009,ENSG00000136378,ENSP00000373472,0
METTL14,57721,616504,ENSG00000145388,ENSP00000373474,0
GPX3,2878,138321,ENSG00000211445,ENSP00000373477,0
KRT18,3875,148070,ENSG00000111057,ENSP00000373487,0
NOX5,79400,606572,ENSG00000255346,ENSP00000373518,0
STAB2,55576,608561,ENSG00000136011,ENSP00000373539,0
FAM83H,286077,611927,ENSG00000180921,ENSP00000373565,0
TYRP1,7306,115501,ENSG00000107165,ENSP00000373570,0
FOXI2,399823,617202,ENSG00000186766,ENSP00000373572,0
ACVRL1,94,601284,ENSG00000139567,ENSP00000373574,0
LRRK1,79705,610986,ENSG00000154237,ENSP00000373600,0
OTOA,146183,607038,ENSG00000155719,ENSP00000373610,0
HSPD1,3329,118190,ENSG00000144381,ENSP00000373620,0
FAM83G,644815,615886,ENSG00000188522,ENSP00000373647,0
KCNQ3,3786,602232,ENSG00000184156,ENSP00000373648,1
NT5M,56953,605292,ENSG00000205309,ENSP00000373674,0
STK38L,23012,615836,ENSG00000211455,ENSP00000373684,0
TRIP12,9320,604506,ENSG00000153827,ENSP00000373696,1
ALK,238,105590,ENSG00000171094,ENSP00000373700,0
SACM1L,22908,606569,ENSG00000211456,ENSP00000373713,0
DCP2,167227,609844,ENSG00000172795,ENSP00000373715,0
DENND5B,160518,617279,ENSG00000170456,ENSP00000373734,0
RNF180,285671,616015,ENSG00000164197,ENSP00000373752,0
RNF20,56254,607699,ENSG00000155827,ENSP00000373772,0
LOXL2,4017,606663,ENSG00000134013,ENSP00000373783,0
FAM169A,26049,615769,ENSG00000198780,ENSP00000373808,0
ITGAD,3681,602453,ENSG00000156886,ENSP00000373854,0
RYR3,6263,180903,ENSG00000198838,ENSP00000373884,0
POU6F1,5463,618043,ENSG00000184271,ENSP00000373895,0
DNM2,1785,602378,ENSG00000079805,ENSP00000373905,0
GARS,2617,600287,ENSG00000106105,ENSP00000373918,0
PRTG,283659,613261,ENSG00000166450,ENSP00000373937,0
CFAP69,79846,617949,ENSG00000105792,ENSP00000373948,0
FANCA,2175,607139,ENSG00000187741,ENSP00000373952,0
TRAPPC9,83696,611966,ENSG00000167632,ENSP00000373979,1
PRB2,653247,168810,ENSG00000121335,ENSP00000374013,0
TM6SF2,53345,606563,ENSG00000213996,ENSP00000374014,0
RPH3A,22895,612159,ENSG00000089169,ENSP00000374036,0
DNAH6,1768,603336,ENSG00000115423,ENSP00000374045,0
PTPRN2,5799,601698,ENSG00000155093,ENSP00000374069,0
ADAMTS20,80070,611681,ENSG00000173157,ENSP00000374071,0
SIGLEC15,284266,618105,ENSG00000197046,ENSP00000374125,0
LRP1B,53353,608766,ENSG00000168702,ENSP00000374135,0
CHRNG,1146,100730,ENSG00000196811,ENSP00000374145,0
CAMSAP1,157922,613774,ENSG00000130559,ENSP00000374183,0
TBR1,10716,604616,ENSG00000136535,ENSP00000374205,1
EP400,57634,606265,ENSG00000183495,ENSP00000374213,1
ESYT3,83850,616692,ENSG00000158220,ENSP00000374218,0
SHOX2,6474,602504,ENSG00000168779,ENSP00000374240,0
GPX2,2877,138319,ENSG00000176153,ENSP00000374265,0
GXYLT2,727936,613322,ENSG00000172986,ENSP00000374268,0
SSC5D,284297,618194,ENSG00000179954,ENSP00000374274,0
RTF1,23168,611633,ENSG00000137815,ENSP00000374280,0
LAMA1,284217,150320,ENSG00000101680,ENSP00000374309,1
EPHA6,285220,600066,ENSG00000080224,ENSP00000374323,1
TSN,7247,600575,ENSG00000211460,ENSP00000374332,1
EXOSC8,11340,606019,ENSG00000120699,ENSP00000374354,0
ZXDC,79364,615746,ENSG00000070476,ENSP00000374359,0
TRMT44,152992,614309,ENSG00000155275,ENSP00000374387,0
PKP4,8502,604276,ENSG00000144283,ENSP00000374409,0
ARHGAP8,23779,609405,ENSG00000241484,ENSP00000374424,0
LYST,1130,606897,ENSG00000143669,ENSP00000374443,0
LRCH1,23143,610368,ENSG00000136141,ENSP00000374447,0
SQSTM1,8878,601530,ENSG00000161011,ENSP00000374455,0
MRGPRE,116534,607232,ENSG00000184350,ENSP00000374482,0
DNAH17,8632,610063,ENSG00000187775,ENSP00000374490,1
UVSSA,57654,614632,ENSG00000163945,ENSP00000374501,0
CCDC88C,440193,611204,ENSG00000015133,ENSP00000374507,1
CCNK,8812,603544,ENSG00000090061,ENSP00000374529,1
RNF216,54476,609948,ENSG00000011275,ENSP00000374552,0
COX16,51241,618064,ENSG00000133983,ENSP00000374562,0
IL17REL,400935,613414,ENSG00000188263,ENSP00000374633,0
TMEM203,94107,616499,ENSG00000187713,ENSP00000375053,0
NLRP5,126206,609658,ENSG00000171487,ENSP00000375063,0
HCAR2,338442,609163,ENSG00000182782,ENSP00000375066,0
BCAS3,54828,607470,ENSG00000141376,ENSP00000375067,0
COL23A1,91522,610043,ENSG00000050767,ENSP00000375069,0
EID2,163126,609773,ENSG00000176396,ENSP00000375073,0
PPP2R3B,28227,300339,ENSG00000167393,ENSP00000375080,0
TSSK1B,83942,610709,ENSG00000212122,ENSP00000375081,0
CCL25,6370,602565,ENSG00000131142,ENSP00000375086,0
TAS2R19,259294,613961,ENSG00000212124,ENSP00000375091,0
TAS2R31,259290,612669,ENSG00000256436,ENSP00000375093,0
TAS2R13,50838,604792,ENSG00000212128,ENSP00000375095,0
CTAGE1,64693,608856,ENSG00000212710,ENSP00000375220,0
BHLHA9,727857,615416,ENSG00000205899,ENSP00000375248,0
ZNF304,57343,613840,ENSG00000131845,ENSP00000375586,0
KIR3DL1,3811,604946,ENSG00000167633,ENSP00000375608,0
LILRB4,11006,604821,ENSG00000186818,ENSP00000375616,0
LAIR1,3903,602992,ENSG00000167613,ENSP00000375622,0
LILRB2,10288,604815,ENSG00000131042,ENSP00000375629,1
TFPT,29844,609519,ENSG00000105619,ENSP00000375639,0
CACNG7,59284,606899,ENSG00000105605,ENSP00000375647,0
MYADM,91663,609959,ENSG00000179820,ENSP00000375649,0
NLRP12,91662,609648,ENSG00000142405,ENSP00000375653,0
KLK14,43847,606135,ENSG00000129437,ENSP00000375678,0
KLK8,11202,605644,ENSG00000129455,ENSP00000375682,0
KLK7,5650,604438,ENSG00000169035,ENSP00000375683,0
AKT1S1,84335,610221,ENSG00000204673,ENSP00000375711,0
PTOV1,53635,610195,ENSG00000104960,ENSP00000375717,0
GNG4,2786,604388,ENSG00000168243,ENSP00000375727,0
KCNJ14,3770,603953,ENSG00000182324,ENSP00000375756,0
CARD8,22900,609051,ENSG00000105483,ENSP00000375767,0
STRN4,29888,614767,ENSG00000090372,ENSP00000375777,0
LAMB3,3914,150310,ENSG00000196878,ENSP00000375778,0
DACT3,147906,611112,ENSG00000197380,ENSP00000375783,0
IL24,11009,604136,ENSG00000162892,ENSP00000375795,0
ERCC2,2068,126340,ENSG00000104884,ENSP00000375809,0
KLC3,147700,601334,ENSG00000104892,ENSP00000375810,0
ZNF222,7673,617357,ENSG00000159885,ENSP00000375822,0
LAD1,3898,602314,ENSG00000159166,ENSP00000375829,0
HDLBP,3069,142695,ENSG00000115677,ENSP00000375836,1
CAPN10,11132,605286,ENSG00000142330,ENSP00000375844,0
OTOS,150677,607877,ENSG00000178602,ENSP00000375849,0
PDC,5132,171490,ENSG00000116703,ENSP00000375855,0
LRRFIP1,9208,603256,ENSG00000124831,ENSP00000375857,0
TMEM91,641649,618294,ENSG00000142046,ENSP00000375859,0
HNRNPUL1,11100,605800,ENSG00000105323,ENSP00000375863,0
ATG16L1,55054,610767,ENSG00000085978,ENSP00000375872,0
ALPP,250,171800,ENSG00000163283,ENSP00000375881,0
AKT2,208,164731,ENSG00000105221,ENSP00000375892,0
GPR55,9290,604107,ENSG00000135898,ENSP00000375894,0
SP140,11262,608602,ENSG00000079263,ENSP00000375899,0
PID1,55022,612930,ENSG00000153823,ENSP00000375907,0
SPHKAP,80309,611646,ENSG00000153820,ENSP00000375909,0
RHBDD1,84236,617515,ENSG00000144468,ENSP00000375914,0
SAMD4A,23034,610747,ENSG00000020577,ENSP00000375919,0
PAX3,5077,606597,ENSG00000135903,ENSP00000375921,0
TBP,6908,600075,ENSG00000112592,ENSP00000375942,0
XRCC5,7520,194364,ENSG00000079246,ENSP00000375978,0
MAP3K4,4216,602425,ENSG00000085511,ENSP00000375986,0
SNX9,51429,605952,ENSG00000130340,ENSP00000376024,0
ZBTB32,27033,605859,ENSG00000011590,ENSP00000376035,0
MAG,4099,159460,ENSG00000105695,ENSP00000376048,0
EEF1B2,1933,600655,ENSG00000114942,ENSP00000376056,0
SUMO1,7341,601912,ENSG00000116030,ENSP00000376077,0
URI1,8725,603494,ENSG00000105176,ENSP00000376097,0
C19orf12,83636,614297,ENSG00000131943,ENSP00000376103,0
SH2D2A,9047,604514,ENSG00000027869,ENSP00000376123,0
MYO1B,4430,606537,ENSG00000128641,ENSP00000376132,0
STAT4,6775,600558,ENSG00000138378,ENSP00000376134,0
WDR45B,56270,609226,ENSG00000141580,ENSP00000376139,0
MFSD6,54842,613476,ENSG00000151690,ENSP00000376141,0
INPP1,3628,147263,ENSG00000151689,ENSP00000376142,1
GPS1,2873,601934,ENSG00000169727,ENSP00000376167,0
STX2,2054,132350,ENSG00000111450,ENSP00000376178,0
BDH1,622,603063,ENSG00000161267,ENSP00000376184,0
CRLF1,9244,604237,ENSG00000006016,ENSP00000376188,0
ASH1L,55870,607999,ENSG00000116539,ENSP00000376204,1
CCDC50,152137,611051,ENSG00000152492,ENSP00000376250,0
RNF34,80196,608299,ENSG00000170633,ENSP00000376258,0
SEC14L1,6397,601504,ENSG00000129657,ENSP00000376268,0
NCOA7,135112,609752,ENSG00000111912,ENSP00000376269,0
RFC4,5984,102577,ENSG00000163918,ENSP00000376272,0
SRSF2,6427,600813,ENSG00000161547,ENSP00000376276,0
LENEP,55891,607377,ENSG00000163352,ENSP00000376278,0
CRYGS,1427,123730,ENSG00000213139,ENSP00000376287,0
OSBPL6,114880,606734,ENSG00000079156,ENSP00000376293,0
DYNLL1,8655,601562,ENSG00000088986,ENSP00000376297,0
CPT1C,126129,608846,ENSG00000169169,ENSP00000376303,0
CIT,11113,605629,ENSG00000122966,ENSP00000376306,0
HNRNPA3,220988,605372,ENSG00000170144,ENSP00000376309,0
TAOK3,51347,616711,ENSG00000135090,ENSP00000376317,0
HOXD13,3239,142989,ENSG00000128714,ENSP00000376322,0
WIPF1,7456,602357,ENSG00000115935,ENSP00000376330,0
GRB2,2885,108355,ENSG00000177885,ENSP00000376345,0
NUDT14,256281,609219,ENSG00000183828,ENSP00000376349,0
PDK1,5163,602524,ENSG00000152256,ENSP00000376352,0
WASF1,8936,605035,ENSG00000112290,ENSP00000376368,1
PLD4,122618,618488,ENSG00000166428,ENSP00000376372,0
RAB37,326624,609956,ENSG00000172794,ENSP00000376390,0
CD300E,342510,609801,ENSG00000186407,ENSP00000376395,0
CD300LB,124599,610705,ENSG00000178789,ENSP00000376397,0
GPRC5C,55890,605949,ENSG00000170412,ENSP00000376403,0
INF2,64423,610982,ENSG00000203485,ENSP00000376410,0
ARMC2,84071,618424,ENSG00000118690,ENSP00000376417,0
SDK2,54549,607217,ENSG00000069188,ENSP00000376421,0
SPRR2A,6700,182267,ENSG00000241794,ENSP00000376423,0
KCNJ1,3758,600359,ENSG00000151704,ENSP00000376432,0
ETS1,2113,164720,ENSG00000134954,ENSP00000376436,0
RAD9B,144715,608368,ENSG00000151164,ENSP00000376440,0
ABCA5,23461,612503,ENSG00000154265,ENSP00000376443,0
TIRAP,114609,606252,ENSG00000150455,ENSP00000376445,0
CERS6,253782,615336,ENSG00000172292,ENSP00000376453,0
B3GALT1,8708,603093,ENSG00000172318,ENSP00000376456,0
ECT2,1894,600586,ENSG00000114346,ENSP00000376457,0
CDON,50937,608707,ENSG00000064309,ENSP00000376458,0
GALNT3,2591,601756,ENSG00000115339,ENSP00000376465,0
STT3A,3703,601134,ENSG00000134910,ENSP00000376472,0
PRKAR1A,5573,188830,ENSG00000108946,ENSP00000376475,0
TANK,10010,603893,ENSG00000136560,ENSP00000376505,0
PDCD10,11235,609118,ENSG00000114209,ENSP00000376506,0
SCN3B,55800,608214,ENSG00000166257,ENSP00000376523,0
B3GALNT1,8706,603094,ENSG00000169255,ENSP00000376532,0
BAZ2B,29994,605683,ENSG00000123636,ENSP00000376534,1
TECTA,7007,602574,ENSG00000109927,ENSP00000376543,1
CD79B,974,147245,ENSG00000007312,ENSP00000376544,0
TMUB1,83590,614792,ENSG00000164897,ENSP00000376565,0
MLF1,4291,601402,ENSG00000178053,ENSP00000376568,0
GALNT13,114805,608369,ENSG00000144278,ENSP00000376570,1
RIC8B,55188,609147,ENSG00000111785,ENSP00000376583,0
SLC33A1,9197,603690,ENSG00000169359,ENSP00000376587,1
GTDC1,79712,610165,ENSG00000121964,ENSP00000376608,0
GRK5,2869,600870,ENSG00000198873,ENSP00000376609,0
TDG,6996,601423,ENSG00000139372,ENSP00000376611,0
NT5DC3,51559,611076,ENSG00000111696,ENSP00000376615,0
CSH2,1443,118820,ENSG00000213218,ENSP00000376623,0
EVL,51466,616912,ENSG00000196405,ENSP00000376652,0
SYCP3,50511,604759,ENSG00000139351,ENSP00000376658,0
LCA5,167691,611408,ENSG00000135338,ENSP00000376686,0
CYB561,1534,600019,ENSG00000008283,ENSP00000376702,0
ANO4,121601,610111,ENSG00000151572,ENSP00000376703,0
VWA2,340706,618281,ENSG00000165816,ENSP00000376708,0
MRPS33,51650,611993,ENSG00000090263,ENSP00000376732,0
GIPC1,10755,605072,ENSG00000123159,ENSP00000376753,0
PIAS3,10401,605987,ENSG00000131788,ENSP00000376765,0
DBH,1621,609312,ENSG00000123454,ENSP00000376776,0
POU2AF1,5450,601206,ENSG00000110777,ENSP00000376786,0
VTI1A,143187,614316,ENSG00000151532,ENSP00000376792,0
MTPN,136319,606484,ENSG00000105887,ENSP00000376800,0
DPEP1,1800,179780,ENSG00000015413,ENSP00000376807,0
CUL5,8065,601741,ENSG00000166266,ENSP00000376808,0
STEAP3,55240,609671,ENSG00000115107,ENSP00000376822,0
MKS1,54903,609883,ENSG00000011143,ENSP00000376827,0
BPGM,669,613896,ENSG00000172331,ENSP00000376840,0
PRIMA1,145270,613851,ENSG00000175785,ENSP00000376848,0
CASP5,838,602665,ENSG00000137757,ENSP00000376849,0
DPP10,57628,608209,ENSG00000175497,ENSP00000376855,1
PDGFD,80310,609673,ENSG00000170962,ENSP00000376865,0
RABL2A,11159,605412,ENSG00000144134,ENSP00000376872,0
NME2,4831,156491,ENSG00000243678,ENSP00000376889,0
IL1F10,84639,615296,ENSG00000136697,ENSP00000376893,0
IL36RN,26525,605507,ENSG00000136695,ENSP00000376896,0
PTGFRN,5738,601204,ENSG00000134247,ENSP00000376899,0
BANP,54971,611564,ENSG00000172530,ENSP00000376902,0
LGMN,5641,602620,ENSG00000100600,ENSP00000376911,0
NRF1,4899,600879,ENSG00000106459,ENSP00000376924,0
TMCC1,23023,616242,ENSG00000172765,ENSP00000376930,0
BCL2L11,10018,603827,ENSG00000153094,ENSP00000376943,0
FBXW9,84261,609074,ENSG00000132004,ENSP00000376945,0
BBS10,79738,610148,ENSG00000179941,ENSP00000376946,0
EME1,146956,610885,ENSG00000154920,ENSP00000376952,0
SPOP,8405,602650,ENSG00000121067,ENSP00000377001,0
TSPAN8,7103,600769,ENSG00000127324,ENSP00000377003,0
CENPN,55839,611509,ENSG00000166451,ENSP00000377007,0
PICALM,8301,603025,ENSG00000073921,ENSP00000377015,0
CNOT6,57472,608951,,ENSP00000377024,0
TGFBRAP1,9392,606237,ENSG00000135966,ENSP00000377027,0
AASS,10157,605113,ENSG00000008311,ENSP00000377040,0
TTLL6,284076,610849,ENSG00000170703,ENSP00000377043,0
PTPRZ1,5803,176891,ENSG00000106278,ENSP00000377047,0
PRCP,5547,176785,ENSG00000137509,ENSP00000377055,0
SNX11,29916,614906,ENSG00000002919,ENSP00000377059,0
CBX1,10951,604511,ENSG00000108468,ENSP00000377060,0
PLXNA1,5361,601055,ENSG00000114554,ENSP00000377061,0
RGL3,57139,616743,ENSG00000205517,ENSP00000377075,0
ZFP1,162239,617230,ENSG00000184517,ENSP00000377080,0
SLC12A8,84561,611316,ENSG00000221955,ENSP00000377112,0
LIPT1,51601,610284,ENSG00000144182,ENSP00000377115,0
TSGA10,80705,607166,ENSG00000135951,ENSP00000377123,0
CNGA3,1261,600053,ENSG00000144191,ENSP00000377140,0
AP1G1,164,603533,ENSG00000166747,ENSP00000377148,0
SPATA7,55812,609868,ENSG00000042317,ENSP00000377176,0
G6PD,2539,305900,ENSG00000160211,ENSP00000377192,0
HYDIN,54768,610812,ENSG00000157423,ENSP00000377197,1
IRF2,3660,147576,ENSG00000168310,ENSP00000377218,0
CDKN2D,1032,600927,ENSG00000129355,ENSP00000377224,0
FAM50A,9130,300453,ENSG00000071859,ENSP00000377225,0
ARAP1,116985,606646,ENSG00000186635,ENSP00000377233,0
MON2,23041,616822,ENSG00000061987,ENSP00000377250,0
ST3GAL2,6483,607188,ENSG00000157350,ENSP00000377257,0
SRPK2,6733,602980,ENSG00000135250,ENSP00000377262,0
TFAP2B,7021,601601,ENSG00000008196,ENSP00000377265,0
GOLGB1,2804,602500,ENSG00000173230,ENSP00000377275,0
FBXO8,26269,605649,ENSG00000164117,ENSP00000377280,0
ZFYVE27,118813,610243,ENSG00000155256,ENSP00000377282,0
FOLR1,2348,136430,ENSG00000110195,ENSP00000377284,0
NUMA1,4926,164009,ENSG00000137497,ENSP00000377298,0
RENBP,5973,312420,ENSG00000102032,ENSP00000377303,0
DDX60,55601,613974,ENSG00000137628,ENSP00000377344,0
DRD1,1812,126449,ENSG00000184845,ENSP00000377353,1
ZDHHC16,84287,616750,ENSG00000171307,ENSP00000377357,0
IGSF11,152404,608351,ENSG00000144847,ENSP00000377370,0
GAP43,2596,162060,ENSG00000172020,ENSP00000377372,1
ERGIC1,57222,617946,ENSG00000113719,ENSP00000377374,0
ARHGAP9,64333,610576,ENSG00000123329,ENSP00000377380,0
UBTD2,92181,610174,ENSG00000168246,ENSP00000377381,0
PSMC3IP,29893,608665,ENSG00000131470,ENSP00000377384,0
PPP6R3,55291,610879,ENSG00000110075,ENSP00000377390,0
SLC35B2,347734,610788,ENSG00000157593,ENSP00000377401,0
SLC29A1,2030,602193,ENSG00000112759,ENSP00000377424,0
CFAP44,55779,617559,ENSG00000206530,ENSP00000377428,0
SUCLG1,8802,611224,ENSG00000163541,ENSP00000377446,0
REG3A,5068,167805,ENSG00000172016,ENSP00000377456,0
CNP,1267,123830,ENSG00000173786,ENSP00000377470,0
CORO1B,57175,609849,ENSG00000172725,ENSP00000377471,0
MAGEA12,4111,300177,ENSG00000213401,ENSP00000377478,0
MRPL19,9801,611832,ENSG00000115364,ENSP00000377486,0
HMMR,3161,600936,ENSG00000072571,ENSP00000377492,0
TAGLN3,29114,607953,ENSG00000144834,ENSP00000377494,0
JUP,3728,173325,ENSG00000173801,ENSP00000377508,0
SYT12,91683,606436,ENSG00000173227,ENSP00000377520,0
MOSPD3,64598,609125,ENSG00000106330,ENSP00000377522,0
PC,5091,608786,ENSG00000173599,ENSP00000377532,0
PTTG1,9232,604147,ENSG00000164611,ENSP00000377536,0
FABP6,2172,600422,ENSG00000170231,ENSP00000377549,0
KRT35,3886,602764,ENSG00000197079,ENSP00000377558,0
ELMO3,79767,606422,ENSG00000102890,ENSP00000377566,0
KRT34,3885,602763,ENSG00000131737,ENSP00000377570,0
HELLS,3070,603946,ENSG00000119969,ENSP00000377601,0
MTHFD2,10797,604887,ENSG00000065911,ENSP00000377617,0
STAMBP,10617,606247,ENSG00000124356,ENSP00000377633,0
RPL24,6152,604180,ENSG00000114391,ENSP00000377640,0
SENP7,57337,612846,ENSG00000138468,ENSP00000377655,0
GAPVD1,26130,611714,ENSG00000165219,ENSP00000377664,0
SUOX,6821,606887,ENSG00000139531,ENSP00000377668,0
G3BP1,10146,608431,ENSG00000145907,ENSP00000377681,0
MED24,9862,607000,ENSG00000008838,ENSP00000377686,0
NIT2,56954,616769,ENSG00000114021,ENSP00000377696,0
TBC1D23,55773,617687,ENSG00000036054,ENSP00000377700,1
FHL1,2273,300163,ENSG00000022267,ENSP00000377710,0
NR2F2,7026,107773,ENSG00000185551,ENSP00000377721,0
ORMDL3,94103,610075,ENSG00000172057,ENSP00000377724,0
ZKSCAN5,23660,611272,ENSG00000196652,ENSP00000377725,0
ARL13B,200894,608922,ENSG00000169379,ENSP00000377769,0
SIPA1,6494,602180,ENSG00000213445,ENSP00000377771,0
MIEN1,84299,611802,ENSG00000141741,ENSP00000377778,0
SV2B,9899,185861,ENSG00000185518,ENSP00000377779,0
PROS1,5627,176880,ENSG00000184500,ENSP00000377783,0
GUCA1A,2978,600364,ENSG00000048545,ENSP00000377784,0
SYNPO,11346,608155,ENSG00000171992,ENSP00000377789,0
PRC1,9055,603484,ENSG00000198901,ENSP00000377793,0
RCCD1,91433,617997,ENSG00000166965,ENSP00000377801,0
FAM122A,116224,617249,ENSG00000187866,ENSP00000377807,0
NDRG4,65009,614463,ENSG00000103034,ENSP00000377823,0
ANXA4,307,106491,ENSG00000196975,ENSP00000377833,0
GPC3,2719,300037,ENSG00000147257,ENSP00000377836,0
CACNB1,782,114207,ENSG00000067191,ENSP00000377840,0
LHX6,26468,608215,ENSG00000106852,ENSP00000377854,0
FAT4,79633,612411,ENSG00000196159,ENSP00000377862,0
FBXO38,81545,608533,ENSG00000145868,ENSP00000377895,0
LIPF,8513,601980,ENSG00000182333,ENSP00000377900,0
